PoolNr;Year;Group_Site;Size [l];Position;RS ID;Habitat;KW;Date of Trapping;Start of Trapping;Species/Taxon;Females;Males;Bloodfed;Sum;Commants;Group;Site;Group Site;GPS X;GPS Y;RS Type;RS Type ID;RS Elevation Type;RS Tree Type;RS Tree ID;RS Tree Species;RS Number;RS Elevation;RS Orientation Opening;RS Orientation Tree;RS Downtilt [°];RS Minimal Distance Natural Breeding Place [m];RS Minimal Distance Building [m];RS Number Sea;RS Number Stream;RS Number Dig;RS Numer Anthropogen Waters;RS Number Underground Waters;RS Number Temporal Waters;RS Deciduous Forest [%];RS Coniferous Forest [%];RS Mixed Forest [%];RS Fallow Ground [%];RS Grassland (intensive/ extensive) [%];RS Agriculture [%];RS Park, Garden [%] ;RS Buildingarea Free [%];RS Buildingarea Nonfree [%];RS Shadow [%];Waters Sample Day;Waters Sample Time;Waters Watertype 1;Waters Watertype Number 1;Waters Watertype GPS N 1;Waters Watertype GPS E 1;Waters Watertype 2;Waters Watertype Number 2;Waters Watertype GPS N 2;Waters Watertype GPS E 2;Waters Watertype 3;Waters Watertype Number 3;Waters Watertype GPS N 3;Waters Watertype GPS E 3;Waters pH 1;Waters Leitfähigkeit [µS] 1;Waters Salinität 1;Waters Wasserhärte [°dH] 1;Waters Temperatur [°C] 1;Waters Sauerstoff [%] 1;Waters Sauerstoff [mg/l 1];Waters max. Länge 1;Waters max. Breite 1;Waters max. Tiefe 1;Waters max. Auflagentiefe 1;Waters terrestrische Pflanzen 1;Waters Hydrophyten 1;Waters Helophyten 1;Waters Lemna 1;Waters Algen 1;Waters Geruch 1;Waters Zufluss 1;Waters Dynamik 1;Waters Färbung 1;Waters Hydrologie 1;Waters Substrat 1;Waters Uferbewuchs 1;Waters 25m Baum 1;Waters Schatten [%] 1;Waters pH 2;Waters Leitfähigkeit [µS] 2;Waters Salinität 2;Waters Wasserhärte [°dH] 2;Waters Temperatur [°C] 2;Waters Sauerstoff [%] 2;Waters Sauerstoff [mg/l 2];Waters max. Länge 2;Waters max. Breite 2;Waters max. Tiefe 2;Waters max. Auflagentiefe 2;Waters terrestrische Pflanzen 2;Waters Hydrophyten 2;Waters Helophyten 2;Waters Lemna 2;Waters Algen 2;Waters Geruch 2;Waters Zufluss 2;Waters Dynamik 2;Waters Färbung 2;Waters Hydrologie 2;Waters Substrat 2;Waters Uferbewuchs 2;Waters 25m Baum 2;Waters Schatten [%] 2;Waters pH 3;Waters Leitfähigkeit [µS] 3;Waters Salinität 3;Waters Wasserhärte [°dH] 3;Waters Temperatur [°C] 3;Waters Sauerstoff [%] 3;Waters Sauerstoff [mg/l 3];Waters max. Länge 3;Waters max. Breite 3;Waters max. Tiefe 3;Waters max. Auflagentiefe 3;Waters terrestrische Pflanzen 3;Waters Hydrophyten 3;Waters Helophyten 3;Waters Lemna 3;Waters Algen 3;Waters Geruch 3;Waters Zufluss 3;Waters Dynamik 3;Waters Färbung 3;Waters Hydrologie 3;Waters Substrat 3;Waters Uferbewuchs 3;Waters 25m Baum 3;Waters Schatten [%] 3
RS 2028;2016;BNI 2;0.04;Elevated;B2LSE;rural;39;29/09/2016;15:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Small;S;E;deciduous tree;L;Sweet Chestnut;33;4.5;S;S;5.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2029;2016;BNI 2;0.04;Elevated;B2LSE;rural;42;17/10/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Small;S;E;deciduous tree;L;Sweet Chestnut;33;4.5;S;S;5.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2030;2016;BNI 2;76;Elevated;B2LME;rural;18;04/05/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2031;2016;BNI 2;76;Elevated;B2LME;rural;20;17/05/2016;10:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2032;2016;BNI 2;76;Elevated;B2LME;rural;22;30/05/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2033;2016;BNI 2;76;Elevated;B2LME;rural;24;14/06/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2034;2016;BNI 2;76;Elevated;B2LME;rural;26;28/06/2016;19:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2035;2016;BNI 2;76;Elevated;B2LME;rural;29;20/07/2016;18:00:00;Culiseta annulata;0;1;0;1;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2036;2016;BNI 2;76;Elevated;B2LME;rural;29;20/07/2016;18:00:00;Culex pipiens c.;1;0;0;1;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2037;2016;BNI 2;76;Elevated;B2LME;rural;31;03/08/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2038;2016;BNI 2;76;Elevated;B2LME;rural;33;16/08/2016;07:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2039;2016;BNI 2;76;Elevated;B2LME;rural;35;30/08/2016;09:30:00;Culex p. pipiens;0;1;0;1;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2040;2016;BNI 2;76;Elevated;B2LME;rural;37;13/09/2016;16:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2041;2016;BNI 2;76;Elevated;B2LME;rural;39;29/09/2016;15:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2042;2016;BNI 2;76;Elevated;B2LME;rural;42;17/10/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Medium;M;E;deciduous tree;L;Sweet Chestnut;148;4.5;W;S;-1.3;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;65;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2043;2016;BNI 2;162;Elevated;B2LLE;rural;18;04/05/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2044;2016;BNI 2;162;Elevated;B2LLE;rural;20;17/05/2016;10:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2045;2016;BNI 2;162;Elevated;B2LLE;rural;22;30/05/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2046;2016;BNI 2;162;Elevated;B2LLE;rural;24;14/06/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2047;2016;BNI 2;162;Elevated;B2LLE;rural;26;28/06/2016;19:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2048;2016;BNI 2;162;Elevated;B2LLE;rural;29;20/07/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2049;2016;BNI 2;162;Elevated;B2LLE;rural;31;03/08/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2050;2016;BNI 2;162;Elevated;B2LLE;rural;33;16/08/2016;07:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2051;2016;BNI 2;162;Elevated;B2LLE;rural;35;30/08/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2052;2016;BNI 2;162;Elevated;B2LLE;rural;37;13/09/2016;16:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2053;2016;BNI 2;162;Elevated;B2LLE;rural;39;29/09/2016;15:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
