PoolNr;Year;Group_Site;Size [l];Position;RS ID;Habitat;KW;Date of Trapping;Start of Trapping;Species/Taxon;Females;Males;Bloodfed;Sum;Commants;Group;Site;Group Site;GPS X;GPS Y;RS Type;RS Type ID;RS Elevation Type;RS Tree Type;RS Tree ID;RS Tree Species;RS Number;RS Elevation;RS Orientation Opening;RS Orientation Tree;RS Downtilt [°];RS Minimal Distance Natural Breeding Place [m];RS Minimal Distance Building [m];RS Number Sea;RS Number Stream;RS Number Dig;RS Numer Anthropogen Waters;RS Number Underground Waters;RS Number Temporal Waters;RS Deciduous Forest [%];RS Coniferous Forest [%];RS Mixed Forest [%];RS Fallow Ground [%];RS Grassland (intensive/ extensive) [%];RS Agriculture [%];RS Park, Garden [%] ;RS Buildingarea Free [%];RS Buildingarea Nonfree [%];RS Shadow [%];Waters Sample Day;Waters Sample Time;Waters Watertype 1;Waters Watertype Number 1;Waters Watertype GPS N 1;Waters Watertype GPS E 1;Waters Watertype 2;Waters Watertype Number 2;Waters Watertype GPS N 2;Waters Watertype GPS E 2;Waters Watertype 3;Waters Watertype Number 3;Waters Watertype GPS N 3;Waters Watertype GPS E 3;Waters pH 1;Waters Leitfähigkeit [µS] 1;Waters Salinität 1;Waters Wasserhärte [°dH] 1;Waters Temperatur [°C] 1;Waters Sauerstoff [%] 1;Waters Sauerstoff [mg/l 1];Waters max. Länge 1;Waters max. Breite 1;Waters max. Tiefe 1;Waters max. Auflagentiefe 1;Waters terrestrische Pflanzen 1;Waters Hydrophyten 1;Waters Helophyten 1;Waters Lemna 1;Waters Algen 1;Waters Geruch 1;Waters Zufluss 1;Waters Dynamik 1;Waters Färbung 1;Waters Hydrologie 1;Waters Substrat 1;Waters Uferbewuchs 1;Waters 25m Baum 1;Waters Schatten [%] 1;Waters pH 2;Waters Leitfähigkeit [µS] 2;Waters Salinität 2;Waters Wasserhärte [°dH] 2;Waters Temperatur [°C] 2;Waters Sauerstoff [%] 2;Waters Sauerstoff [mg/l 2];Waters max. Länge 2;Waters max. Breite 2;Waters max. Tiefe 2;Waters max. Auflagentiefe 2;Waters terrestrische Pflanzen 2;Waters Hydrophyten 2;Waters Helophyten 2;Waters Lemna 2;Waters Algen 2;Waters Geruch 2;Waters Zufluss 2;Waters Dynamik 2;Waters Färbung 2;Waters Hydrologie 2;Waters Substrat 2;Waters Uferbewuchs 2;Waters 25m Baum 2;Waters Schatten [%] 2;Waters pH 3;Waters Leitfähigkeit [µS] 3;Waters Salinität 3;Waters Wasserhärte [°dH] 3;Waters Temperatur [°C] 3;Waters Sauerstoff [%] 3;Waters Sauerstoff [mg/l 3];Waters max. Länge 3;Waters max. Breite 3;Waters max. Tiefe 3;Waters max. Auflagentiefe 3;Waters terrestrische Pflanzen 3;Waters Hydrophyten 3;Waters Helophyten 3;Waters Lemna 3;Waters Algen 3;Waters Geruch 3;Waters Zufluss 3;Waters Dynamik 3;Waters Färbung 3;Waters Hydrologie 3;Waters Substrat 3;Waters Uferbewuchs 3;Waters 25m Baum 3;Waters Schatten [%] 3
RS 2054;2016;BNI 2;162;Elevated;B2LLE;rural;42;17/10/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Large;L;E;deciduous tree;L;Sweet Chestnut;133;4.5;N;N;30.9;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;70;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2055;2016;BNI 2;NA;NA;B2Ref;rural;18;04/05/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2056;2016;BNI 2;NA;NA;B2Ref;rural;20;17/05/2016;10:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2057;2016;BNI 2;NA;NA;B2Ref;rural;22;30/05/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2058;2016;BNI 2;NA;NA;B2Ref;rural;24;14/06/2016;09:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2059;2016;BNI 2;NA;NA;B2Ref;rural;26;28/06/2016;19:00:00;Ochlerotatus rusticus;3;0;0;3;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2060;2016;BNI 2;NA;NA;B2Ref;rural;26;28/06/2016;19:00:00;Ochlerotatus cantans;6;0;0;6;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2061;2016;BNI 2;NA;NA;B2Ref;rural;29;20/07/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2062;2016;BNI 2;NA;NA;B2Ref;rural;31;03/08/2016;18:00:00;Culiseta annulata;1;1;0;2;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2063;2016;BNI 2;NA;NA;B2Ref;rural;31;03/08/2016;18:00:00;Culex pipiens c.;4;0;1;4;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2064;2016;BNI 2;NA;NA;B2Ref;rural;31;03/08/2016;18:00:00;Culex p. pipiens;0;2;0;2;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2065;2016;BNI 2;NA;NA;B2Ref;rural;31;03/08/2016;18:00:00;Aedes vexans;0;1;0;1;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2066;2016;BNI 2;NA;NA;B2Ref;rural;33;16/08/2016;07:30:00;Culex p. pipiens;0;2;0;2;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2067;2016;BNI 2;NA;NA;B2Ref;rural;35;30/08/2016;09:30:00;Culex pipiens c.;2;0;0;2;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2068;2016;BNI 2;NA;NA;B2Ref;rural;35;30/08/2016;09:30:00;Culex torrentium;0;1;0;1;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2069;2016;BNI 2;NA;NA;B2Ref;rural;37;13/09/2016;16:30:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2070;2016;BNI 2;NA;NA;B2Ref;rural;39;29/09/2016;15:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2071;2016;BNI 2;NA;NA;B2Ref;rural;42;17/10/2016;18:00:00;NA;0;0;0;0;NA;B;2;B2;3508058;5850238;Natural;NA;NA;Vegetation;V;NA;NA;NA;NA;NA;NA;150;5;1;0;1;20;0;0;0;0;15;0;10;10;55;10;0;NA;13/09/2016;16:30;Senke ;5;3508028;5850339;Regentonne;6;3508046;5850284;Eimer;7;3508046;5850284;7.51;490;0.2;7;23.3;55.1;4.67;500;700;50;5;NA;NA;10;10;NA;Waldgeruch;kein;Stillgewässer;gelblich;temporär;Schlamm;Wald;1;70;7.58;84.5;0;2;24.1;102;8.55;75;50;50;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0;9.91;80.7;0;1;20.3;132.8;11.84;40;50;15;0.5;NA;NA;NA;NA;NA;indifferenziert;kein;Stillwasser;gelblich;temporär;Schlamm;NA;0;0
RS 2072;2016;BNI 5;0.04;Ground;B5NSG;rural;18;02/05/2016;10:00:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2073;2016;BNI 5;0.04;Ground;B5NSG;rural;20;18/05/2016;10:00:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2074;2016;BNI 5;0.04;Ground;B5NSG;rural;22;31/05/2016;15:00:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2075;2016;BNI 5;0.04;Ground;B5NSG;rural;24;13/06/2016;16:30:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2076;2016;BNI 5;0.04;Ground;B5NSG;rural;26;29/06/2016;11:30:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2077;2016;BNI 5;0.04;Ground;B5NSG;rural;29;19/07/2016;10:30:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2078;2016;BNI 5;0.04;Ground;B5NSG;rural;31;02/08/2016;10:30:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2079;2016;BNI 5;0.04;Ground;B5NSG;rural;33;15/08/2016;10:00:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RS 2080;2016;BNI 5;0.04;Ground;B5NSG;rural;35;29/08/2016;10:00:00;NA;0;0;0;0;NA;B;5;B5;2588495;5773932;Small;S;G;conifer;N;Common Spruce;10;0;W;W;1.6;NA;10;0;0;1;2;0;10;0;0;50;0;20;0;15;10;5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
